score,n_trades,net_profit,profit_factor,win_rate_%,max_drawdown_usdt,timeframe,ema_fast,ema_slow,min_atr_pct,k_sl,k_tp1,k_tp2,k_tp3,p1,p2,p3,trail_act_%,trail_dist_%,symbols
-1000000000.0,2,158.79435232634336,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.0,0.4,0.3,0.2,1.0,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,317.38988059557903,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.0,0.4,0.3,0.2,9.9,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,317.38988059557903,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.0,0.4,0.3,0.2,9.9,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,148.10928774811632,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.0,0.4,0.3,0.3,0.8,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,139.7819430108727,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.0,0.4,0.3,0.3,0.8,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,159.67022026853107,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.0,0.4,0.3,0.3,1.0,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,151.33127981160663,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.0,0.4,0.3,0.3,1.0,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,108.90000662623963,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.0,0.4,0.3,0.3,9.9,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,108.90000662623963,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.0,0.4,0.3,0.3,9.9,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,140.026587219033,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.0,0.4,0.4,0.2,0.8,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,131.69924248178938,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.0,0.4,0.4,0.2,0.8,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,151.58751973944774,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.0,0.4,0.4,0.2,1.0,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,143.24857928252328,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.0,0.4,0.4,0.2,1.0,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,100.81730609715629,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.0,0.4,0.4,0.2,9.9,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,100.81730609715629,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.0,0.4,0.4,0.2,9.9,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,195.3231522193965,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.3,0.3,0.2,0.8,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,179.03172034484123,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.3,0.3,0.2,0.8,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,208.81090682654477,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.3,0.3,0.2,1.0,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,192.5059466123646,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.3,0.3,0.2,1.0,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,545.0563974719879,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.3,0.3,0.2,9.9,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,545.0563974719879,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.3,0.3,0.2,9.9,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,188.61333179531238,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.3,0.3,0.3,0.8,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,175.60999809464246,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.3,0.3,0.3,0.8,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,202.10108640246068,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.3,0.3,0.3,1.0,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,189.08422436216583,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.3,0.3,0.3,1.0,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,340.6078737671752,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.3,0.3,0.3,9.9,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,340.6078737671752,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.3,0.3,0.3,9.9,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,176.4892810016949,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.3,0.4,0.2,0.8,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,163.48594730102494,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.3,0.4,0.2,0.8,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,189.97703560884318,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.3,0.4,0.2,1.0,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,176.96017356854833,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.3,0.4,0.2,1.0,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,328.4838229735576,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.3,0.4,0.2,9.9,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,328.4838229735576,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.3,0.4,0.2,9.9,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,169.77946057761085,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.3,0.4,0.3,0.8,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,160.06422505082617,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.3,0.4,0.3,0.8,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,183.26721518475912,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.3,0.4,0.3,1.0,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,173.53845131834953,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.3,0.4,0.3,1.0,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,124.03529926875242,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.3,0.4,0.3,9.9,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,124.03529926875242,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.3,0.4,0.3,9.9,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,166.94315896581412,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.4,0.3,0.2,0.8,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,155.32771605468525,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.4,0.3,0.2,0.8,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,178.5040914862289,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.4,0.3,0.2,1.0,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,166.87705285541915,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.4,0.3,0.2,1.0,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,325.47258112465863,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.4,0.3,0.2,9.9,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,325.47258112465863,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.4,0.3,0.2,9.9,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,160.2333385417301,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.4,0.3,0.3,0.8,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,151.90599380448649,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.4,0.3,0.3,0.8,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,171.79427106214484,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.4,0.3,0.3,1.0,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,163.4553306052204,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.4,0.3,0.3,1.0,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,121.0240574198534,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.4,0.3,0.3,9.9,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,121.0240574198534,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.4,0.3,0.3,9.9,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,148.10928774811256,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.4,0.4,0.2,0.8,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,139.78194301086896,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.4,0.4,0.2,0.8,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,159.67022026852732,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.4,0.4,0.2,1.0,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,151.33127981160288,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.4,0.4,0.2,1.0,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,108.90000662623588,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.4,0.4,0.2,9.9,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,108.90000662623588,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,3.5,0.4,0.4,0.2,9.9,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,203.40585274847604,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.3,0.3,0.2,0.8,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,187.11442087391708,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.3,0.3,0.2,0.8,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,216.8936073556243,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.3,0.3,0.2,1.0,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,200.58864714144045,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.3,0.3,0.2,1.0,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,553.13909800106,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.3,0.3,0.2,9.9,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,553.13909800106,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.3,0.3,0.2,9.9,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,200.73738258892615,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.3,0.3,0.3,0.8,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,187.73404888826,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.3,0.3,0.3,0.8,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,214.22513719607446,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.3,0.3,0.3,1.0,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,201.20827515578335,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.3,0.3,0.3,1.0,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,352.73192456079266,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.3,0.3,0.3,9.9,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,352.73192456079266,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.3,0.3,0.3,9.9,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,184.5719815307707,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.3,0.4,0.2,0.8,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,171.56864783010076,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.3,0.4,0.2,0.8,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,198.059736137919,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.3,0.4,0.2,1.0,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,185.04287409762412,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.3,0.4,0.2,1.0,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,336.5665235026372,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.3,0.4,0.2,9.9,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,336.5665235026372,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.3,0.4,0.2,9.9,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,181.90351137122462,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.3,0.4,0.3,0.8,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,172.18827584443994,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.3,0.4,0.3,0.8,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,195.3912659783729,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.3,0.4,0.3,1.0,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,185.6625021119633,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.3,0.4,0.3,1.0,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,136.1593500623662,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.3,0.4,0.3,9.9,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,136.1593500623662,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.3,0.4,0.3,9.9,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,175.02585949488997,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.4,0.3,0.2,0.8,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,163.4104165837611,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.4,0.3,0.2,0.8,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,186.58679201530475,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.4,0.3,0.2,1.0,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,174.959753384495,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.4,0.3,0.2,1.0,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,333.55528165373823,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.4,0.3,0.2,9.9,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,333.55528165373823,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.4,0.3,0.2,9.9,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,172.3573893353476,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.4,0.3,0.3,0.8,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,164.03004459810398,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.4,0.3,0.3,0.8,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,183.91832185576237,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.4,0.3,0.3,1.0,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,175.5793813988379,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.4,0.3,0.3,1.0,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,133.14810821347092,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.4,0.3,0.3,9.9,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,133.14810821347092,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.4,0.3,0.3,9.9,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,156.19198827718841,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.4,0.4,0.2,0.8,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,147.8646435399448,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.4,0.4,0.2,0.8,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,167.75292079760317,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.4,0.4,0.2,1.0,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,159.41398034067873,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.4,0.4,0.2,1.0,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,116.98270715531173,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.4,0.4,0.2,9.9,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,116.98270715531173,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.0,4.0,0.4,0.4,0.2,9.9,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,199.36450248393066,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.5,3.0,0.3,0.3,0.2,0.8,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,183.0730706093754,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.5,3.0,0.3,0.3,0.2,0.8,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,212.85225709107894,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.5,3.0,0.3,0.3,0.2,1.0,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,196.54729687689877,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.5,3.0,0.3,0.3,0.2,1.0,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,549.0977477365183,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.5,3.0,0.3,0.3,0.2,9.9,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,549.0977477365183,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.5,3.0,0.3,0.3,0.2,9.9,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,188.61333179530862,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.5,3.0,0.3,0.3,0.3,0.8,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,175.6099980946387,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.5,3.0,0.3,0.3,0.3,0.8,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,202.10108640245693,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.5,3.0,0.3,0.3,0.3,1.0,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,189.08422436216208,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.5,3.0,0.3,0.3,0.3,1.0,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,340.6078737671752,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.5,3.0,0.3,0.3,0.3,9.9,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,340.6078737671752,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.5,3.0,0.3,0.3,0.3,9.9,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,184.5719815307707,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.5,3.0,0.3,0.4,0.2,0.8,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,171.56864783010076,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.5,3.0,0.3,0.4,0.2,0.8,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,198.059736137919,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.5,3.0,0.3,0.4,0.2,1.0,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,185.04287409762412,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.5,3.0,0.3,0.4,0.2,1.0,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,336.5665235026372,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.5,3.0,0.3,0.4,0.2,9.9,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,336.5665235026372,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.5,3.0,0.3,0.4,0.2,9.9,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,173.82081084214877,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.5,3.0,0.3,0.4,0.3,0.8,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,164.1055753153641,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.5,3.0,0.3,0.4,0.3,0.8,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,187.30856544929705,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.5,3.0,0.3,0.4,0.3,1.0,0.3,ETH/USDT;BNB/USDT
-1000000000.0,2,177.57980158288746,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.5,3.0,0.3,0.4,0.3,1.0,0.4,ETH/USDT;BNB/USDT
-1000000000.0,2,128.07664953329035,inf,100.0,0.0,15m,50,150,0.12,1.2,1.0,2.5,3.0,0.3,0.4,0.3,9.9,0.3,ETH/USDT;BNB/USDT
