score,n_trades,net_profit,profit_factor,win_rate_%,max_drawdown_usdt,timeframe,ema_fast,ema_slow,min_atr_pct,k_sl,k_tp1,k_tp2,k_tp3,p1,p2,p3,trail_act_%,trail_dist_%,symbols
-1000000000.0,2,127.93,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.5,0.3,0.2,0.8,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,110.61,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.5,0.3,0.2,0.8,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,111.35,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.5,0.3,0.2,1.2,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,107.31,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.5,0.3,0.2,1.2,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,99.24,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.5,0.3,0.2,1.2,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,146.79,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.2,0.5,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,136.4,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.2,0.5,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,115.61,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.2,0.5,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,146.79,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.2,0.8,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,136.4,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.2,0.8,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,115.61,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.2,0.8,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,116.49,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.2,1.2,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,111.65,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.2,1.2,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,101.96,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.2,1.2,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,146.79,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.3,0.5,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,136.4,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.3,0.5,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,115.61,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.3,0.5,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,146.79,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.3,0.8,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,136.4,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.3,0.8,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,115.61,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.3,0.8,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,116.49,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.3,1.2,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,111.65,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.3,1.2,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,101.96,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.3,1.2,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,146.79,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.2,0.5,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,136.4,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.2,0.5,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,115.61,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.2,0.5,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,146.79,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.2,0.8,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,136.4,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.2,0.8,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,115.61,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.2,0.8,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,116.49,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.2,1.2,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,111.65,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.2,1.2,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,101.96,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.2,1.2,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,146.79,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.3,0.5,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,136.4,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.3,0.5,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,115.61,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.3,0.5,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,146.79,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.3,0.8,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,136.4,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.3,0.8,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,115.61,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.3,0.8,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,116.49,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.3,1.2,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,111.65,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.3,1.2,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,101.96,inf,100.0,0.0,15m,50,200,0.3,1.5,1.0,3.0,4.0,0.4,0.3,0.3,1.2,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,74.15,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.5,0.3,0.2,0.5,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,73.23,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.5,0.3,0.2,0.5,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,71.38,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.5,0.3,0.2,0.5,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,74.15,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.5,0.3,0.2,0.8,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,73.23,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.5,0.3,0.2,0.8,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,71.38,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.5,0.3,0.2,0.8,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,69.1,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.5,0.3,0.2,1.2,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,69.1,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.5,0.3,0.2,1.2,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,69.1,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.5,0.3,0.2,1.2,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,74.15,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.5,0.3,0.2,0.5,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,73.23,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.5,0.3,0.2,0.5,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,71.38,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.5,0.3,0.2,0.5,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,74.15,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.5,0.3,0.2,0.8,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,73.23,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.5,0.3,0.2,0.8,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,71.38,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.5,0.3,0.2,0.8,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,69.1,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.5,0.3,0.2,1.2,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,69.1,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.5,0.3,0.2,1.2,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,69.1,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.5,0.3,0.2,1.2,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,82.71,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.2,0.5,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,80.74,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.2,0.5,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,76.79,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.2,0.5,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,82.71,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.2,0.8,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,80.74,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.2,0.8,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,76.79,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.2,0.8,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,75.14,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.2,1.2,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,74.55,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.2,1.2,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,73.38,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.2,1.2,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,83.69,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.3,0.5,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,82.3,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.3,0.5,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,79.52,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.3,0.5,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,83.69,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.3,0.8,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,82.3,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.3,0.8,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,79.52,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.3,0.8,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,76.11,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.3,1.2,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,76.11,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.3,1.2,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,76.11,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.3,1.2,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,82.71,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.2,0.5,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,80.74,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.2,0.5,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,76.79,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.2,0.5,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,82.71,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.2,0.8,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,80.74,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.2,0.8,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,76.79,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.2,0.8,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,75.14,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.2,1.2,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,74.55,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.2,1.2,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,73.38,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.2,1.2,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,83.69,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.3,0.5,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,82.3,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.3,0.5,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,79.52,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.3,0.5,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,83.69,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.3,0.8,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,82.3,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.3,0.8,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,79.52,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.3,0.8,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,76.11,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.3,1.2,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,76.11,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.3,1.2,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,76.11,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,2.5,0.4,0.3,0.3,1.2,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,72.2,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.5,0.3,0.2,0.5,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,70.1,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.5,0.3,0.2,0.5,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,65.91,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.5,0.3,0.2,0.5,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,72.2,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.5,0.3,0.2,0.8,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,70.1,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.5,0.3,0.2,0.8,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,65.91,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.5,0.3,0.2,0.8,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,67.15,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.5,0.3,0.2,1.2,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,65.98,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.5,0.3,0.2,1.2,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,63.63,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.5,0.3,0.2,1.2,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,72.2,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.5,0.3,0.2,0.5,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,70.1,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.5,0.3,0.2,0.5,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,65.91,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.5,0.3,0.2,0.5,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,72.2,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.5,0.3,0.2,0.8,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,70.1,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.5,0.3,0.2,0.8,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,65.91,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.5,0.3,0.2,0.8,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,67.15,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.5,0.3,0.2,1.2,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,65.98,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.5,0.3,0.2,1.2,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,63.63,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.5,0.3,0.2,1.2,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,80.77,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.4,0.3,0.2,0.5,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,77.62,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.4,0.3,0.2,0.5,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,71.32,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.4,0.3,0.2,0.5,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,80.77,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.4,0.3,0.2,0.8,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,77.62,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.4,0.3,0.2,0.8,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,71.32,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.4,0.3,0.2,0.8,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,73.19,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.4,0.3,0.2,1.2,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,71.43,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.4,0.3,0.2,1.2,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,67.91,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.4,0.3,0.2,1.2,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,80.77,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.4,0.3,0.3,0.5,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,77.62,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.4,0.3,0.3,0.5,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,71.32,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.4,0.3,0.3,0.5,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,80.77,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.4,0.3,0.3,0.8,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,77.62,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.4,0.3,0.3,0.8,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,71.32,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.4,0.3,0.3,0.8,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,73.19,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.4,0.3,0.3,1.2,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,71.43,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.4,0.3,0.3,1.2,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,67.91,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.4,0.3,0.3,1.2,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,80.77,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.4,0.3,0.2,0.5,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,77.62,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.4,0.3,0.2,0.5,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,71.32,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.4,0.3,0.2,0.5,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,80.77,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.4,0.3,0.2,0.8,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,77.62,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.4,0.3,0.2,0.8,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,71.32,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.4,0.3,0.2,0.8,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,73.19,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.4,0.3,0.2,1.2,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,71.43,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.4,0.3,0.2,1.2,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,67.91,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.4,0.3,0.2,1.2,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,80.77,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.4,0.3,0.3,0.5,0.2,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,77.62,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.4,0.3,0.3,0.5,0.3,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,71.32,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.4,0.3,0.3,0.5,0.5,BTC/USDT;ETH/USDT;SOL/USDT
-1000000000.0,2,80.77,inf,100.0,0.0,15m,50,200,0.3,2.0,0.8,1.5,3.0,0.4,0.3,0.3,0.8,0.2,BTC/USDT;ETH/USDT;SOL/USDT
