trade_idx,symbol,timeframe,entry_time_utc,fill_time_utc,tag,price,qty
0,ETH/USDT,15m,2025-09-17 23:00:00+00:00,2025-09-17 23:00:00+00:00,ENTRY,4587.12,0.9997697679981565
0,ETH/USDT,15m,2025-09-17 23:00:00+00:00,2025-09-18 01:30:00+00:00,TP1,4613.219920884689,0.3999079071992626
0,ETH/USDT,15m,2025-09-17 23:00:00+00:00,2025-09-18 02:00:00+00:00,TRAIL,4618.104,0.5998618607988939
1,BNB/USDT,15m,2025-09-20 02:45:00+00:00,2025-09-20 02:45:00+00:00,ENTRY,986.05,12.970100829693193
1,BNB/USDT,15m,2025-09-20 02:45:00+00:00,2025-09-20 02:45:00+00:00,TP1,988.507406824433,5.188040331877278
1,BNB/USDT,15m,2025-09-20 02:45:00+00:00,2025-09-20 03:15:00+00:00,TP2,990.9648136488661,3.8910302489079576
1,BNB/USDT,15m,2025-09-20 02:45:00+00:00,2025-09-20 04:30:00+00:00,TP3,993.422220473299,3.8910302489079576
